q_dot_occ,q_dot_ac,q_dot_vent,q_dot_solar,T_amb,T_b,Phi
0,40,0,0,1.1,22.43,0.18
20.8,40,49.61,0,0.9,11.24,0.25
20.8,40,49.15,1.9,1.2,11.44,0.25
20.8,40,48.69,8.4,1.5,11.64,0.25
20.8,40,48.69,15.2,1.5,11.64,0.25
0,40,0,20.3,1.7,22.43,0.25
20.8,40,47.3,22.8,2.4,12.25,0.25
20.8,40,46.04,43.1,3.2,12.79,0.25
20.8,40,44.62,19.5,4.1,13.39,0.25
20.8,40,44.77,14.1,4,13.33,0.25
0,40,0,7,3.7,22.43,0.25
20.8,40,46.04,1.2,3.2,12.79,0.25
20.8,40,45.88,0,3.3,12.86,0.25
20.8,40,45.88,0,3.3,12.86,0.25
20.8,40,46.04,0,3.2,12.79,0.25
0,40,0,0,4,22.43,0.25
0,40,0,0,4.5,22.43,0.18
0,40,0,0,5.1,22.43,0.18
0,40,0,0,5.1,22.43,0.18
0,40,0,0,5.5,22.43,0.18
0,40,0,0,5.9,22.43,0.18
0,40,0,0,6,22.43,0.18
0,40,0,0,6.2,22.43,0.18
0,40,0,0,6.3,22.43,0.18
0,40,0,0,6.6,22.43,0.25
20.8,40,41.06,0,6.3,14.85,0.25
20.8,40,41.06,13.2,6.3,14.85,0.25
20.8,40,40.9,19,6.4,14.92,0.25
20.8,40,40.9,73.6,6.4,14.92,0.25
0,40,0,97,6.7,22.44,0.25
20.8,40,40.74,101.2,6.5,14.99,0.25
20.8,40,40.74,93.1,6.5,14.99,0.25
20.8,40,40.9,93.7,6.4,14.92,0.25
20.8,40,41.56,80.3,6,14.66,0.25
0,40,0,51.3,5.9,22.44,0.25
20.8,40,42.36,5.1,5.5,14.33,0.25
20.8,40,41.71,0,5.9,14.59,0.25
20.8,40,41.22,0,6.2,14.79,0.25
20.8,40,41.55,0,6,14.66,0.25
0,40,0,0,6.1,22.43,0.18
0,40,0,0,5.7,22.43,0.18
0,40,0,0,5.7,22.43,0.18
0,40,0,0,5.4,22.43,0.18
0,40,0,0,5.4,22.43,0.18
0,40,0,0,1.5,22.43,0.18
0,40,0,0,2.8,22.43,0.18
0,40,0,0,2.9,22.43,0.18
0,40,0,0,1.7,22.43,0.25
0,40,0,0,0.4,22.43,0.25
20.8,40,49.91,0,0.7,11.1,0.25
20.8,40,49.76,13.9,0.8,11.17,0.25
20.8,40,48.23,54.3,1.8,11.85,0.25
20.8,40,46.99,81.3,2.6,12.39,0.25
0,40,0,96.2,3,22.44,0.25
20.8,40,48.54,91.5,1.6,11.71,0.25
20.8,40,45.41,77,3.6,13.06,0.25
20.8,40,45.89,73.7,3.3,12.86,0.25
20.8,40,44.94,82.1,3.9,13.26,0.25
0,40,0,36.1,3.6,22.43,0.25
20.8,40,46.04,4.4,3.2,12.79,0.25
20.8,40,48.23,0,1.8,11.85,0.25
20.8,40,46.67,0,2.8,12.52,0.25
20.8,40,46.2,0,3.1,12.72,0.18
0,40,0,0,3,22.43,0.18
0,40,0,0,3.2,22.43,0.18
0,40,0,0,3.3,22.43,0.18
0,40,0,0,2.9,22.43,0.18
0,40,0,0,2.4,22.43,0.18
0,40,0,0,1.5,22.43,0.18
0,40,0,0,1.9,22.43,0.18
0,40,0,0,1.9,22.43,0.25
0,40,0,0,1.8,22.43,0.25
0,40,0,0,2.1,22.43,0.25
20.8,40,47.76,0,2.1,12.05,0.25
20.8,40,47.3,2.1,2.4,12.25,0.25
20.8,40,46.36,9.3,3,12.66,0.25
20.8,40,44.78,32.4,4,13.33,0.25
0,40,0,41.5,4.8,22.44,0.25
20.8,40,42.53,45.5,5.4,14.26,0.25
20.8,40,42.85,45.1,5.2,14.13,0.25
20.8,40,42.85,20.5,5.2,14.13,0.25
20.8,40,42.2,15,5.6,14.39,0.25
0,40,0,7.7,5.6,22.43,0.25
20.8,40,42.52,1.6,5.4,14.26,0.25
20.8,40,43.01,0,5.1,14.06,0.25
20.8,40,42.69,0,5.3,14.19,0.18
20.8,40,41.55,0,6,14.66,0.18
0,40,0,0,7.5,22.43,0.18
0,40,0,0,7.6,22.43,0.18
0,40,0,0,7.5,22.43,0.18
0,40,0,0,7.5,22.43,0.18
0,40,0,0,7.7,22.43,0.18
0,40,0,0,7.6,22.43,0.18
0,40,0,0,7.7,22.43,0.25
0,40,0,0,7.5,22.43,0.25
0,40,0,0,7.7,22.43,0.25
0,40,0,0,8.2,22.44,0.25
20.8,40,37.92,0,8.2,16.1,0.25
20.8,40,37.92,2.5,8.2,16.1,0.25
20.8,40,37.09,9.3,8.7,16.43,0.25
20.8,40,36.59,16.4,9,16.62,0.25
0,40,0,21.5,9,22.44,0.25
20.8,40,36.59,24,9,16.62,0.25
20.8,40,36.42,23.7,9.1,16.69,0.25
20.8,40,35.91,20.7,9.4,16.88,0.25
20.8,40,36.08,15,9.3,16.82,0.25
0,40,0,7.9,9.1,22.44,0.25
20.8,40,36.75,1.6,8.9,16.56,0.25
20.8,40,37.59,0,8.4,16.23,0.18
20.8,40,38.42,0,7.9,15.9,0.18
20.8,40,39.08,0,7.5,15.64,0.18
0,40,0,0,6.2,22.43,0.18
0,40,0,0,4.5,22.43,0.18
0,40,0,0,4.1,22.43,0.18
0,40,0,0,4.9,22.43,0.18
0,40,0,0,4.2,22.43,0.18
0,40,0,0,4.3,22.43,0.25
0,40,0,0,4.5,22.43,0.25
0,40,0,0,4.9,22.43,0.25
0,40,0,0,4.7,22.43,0.25
0,40,0,0,4.9,22.43,0.25
20.8,40,46.04,0,3.2,12.79,0.25
20.8,40,43.66,18.4,4.7,13.79,0.25
20.8,40,41.22,20.9,6.2,14.79,0.25
20.8,40,39.91,33.5,7,15.32,0.25
0,40,0,42.7,7.7,22.44,0.25
20.8,40,39.75,46.7,7.1,15.38,0.25
20.8,40,39.58,46.3,7.2,15.45,0.25
20.8,40,39.58,40.7,7.2,15.45,0.25
20.8,40,40.08,30.2,6.9,15.25,0.25
0,40,0,15.9,6.3,22.44,0.25
20.8,40,42.2,3.3,5.6,14.39,0.18
20.8,40,42.52,0,5.4,14.26,0.18
20.8,40,42.36,0,5.5,14.33,0.18
20.8,40,42.69,0,5.3,14.19,0.18
0,40,0,0,5.4,22.43,0.18
0,40,0,0,5.7,22.43,0.18
0,40,0,0,5.9,22.43,0.18
0,40,0,0,5.9,22.43,0.18
0,40,0,0,6.1,22.43,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,5.8,22.43,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,6,22.43,0.25
20.8,40,41.55,0,6,14.66,0.25
20.8,40,41.22,2.7,6.2,14.79,0.25
20.8,40,41.06,10,6.3,14.85,0.25
20.8,40,41.88,17.1,5.8,14.52,0.25
0,40,0,22.5,5.4,22.43,0.25
20.8,40,42.53,25,5.4,14.26,0.25
20.8,40,39.75,46.7,7.1,15.38,0.25
20.8,40,40.08,41,6.9,15.25,0.25
20.8,40,39.42,30.7,7.3,15.51,0.25
0,40,0,16.4,7.1,22.44,0.18
20.8,40,40.57,13.2,6.6,15.05,0.18
20.8,40,41.87,0,5.8,14.52,0.18
20.8,40,40.9,0,6.4,14.92,0.18
20.8,40,44.61,0,4.1,13.39,0.18
0,40,0,0,5,22.43,0.18
0,40,0,0,5,22.43,0.18
0,40,0,0,5,22.43,0.18
0,40,0,0,4.5,22.43,0.25
0,40,0,0,4.5,22.43,0.25
0,40,0,0,3.9,22.43,0.25
0,40,0,0,3,22.43,0.25
0,40,0,0,2.8,22.43,0.25
0,40,0,0,3.3,22.43,0.25
0,40,0,0,3.7,22.43,0.25
20.8,40,45.25,0,3.7,13.13,0.25
20.8,40,44.77,11.5,4,13.33,0.25
20.8,40,47.76,22,2.1,12.05,0.25
20.8,40,44.78,34.9,4,13.33,0.25
0,40,0,44.1,3.5,22.43,0.25
20.8,40,46.2,48.3,3.1,12.73,0.25
20.8,40,43.82,65.9,4.6,13.73,0.25
20.8,40,42.69,78.4,5.3,14.19,0.25
20.8,40,44.62,47.7,4.1,13.4,0.18
0,40,0,17.1,3.8,22.43,0.18
20.8,40,45.88,3.7,3.3,12.86,0.18
20.8,40,46.2,0,3.1,12.72,0.18
20.8,40,45.25,0,3.7,13.13,0.18
20.8,40,43.97,0,4.5,13.66,0.18
0,40,0,0,3.3,22.43,0.18
0,40,0,0,3.1,22.43,0.18
0,40,0,0,3.5,22.43,0.25
0,40,0,0,1.8,22.43,0.25
0,40,0,0,3.1,22.43,0.25
0,40,0,0,4.2,22.43,0.25
0,40,0,0,3.3,22.43,0.25
0,40,0,0,2.8,22.43,0.25
0,40,0,0,4,22.43,0.25
0,40,0,0,3.5,22.43,0.25
20.8,40,46.36,0.2,3,12.66,0.25
20.8,40,46.2,7.7,3.1,12.72,0.25
20.8,40,43.33,37.2,4.9,13.93,0.25
20.8,40,41.39,69.5,6.1,14.72,0.25
0,40,0,93.7,6.3,22.44,0.25
20.8,40,40.9,97.2,6.4,14.92,0.25
20.8,40,42.53,66.7,5.4,14.26,0.25
20.8,40,41.23,79.4,6.2,14.79,0.18
20.8,40,41.23,79,6.2,14.79,0.18
0,40,0,41.8,5.6,22.44,0.18
20.8,40,42.85,4,5.2,14.13,0.18
20.8,40,44.45,0,4.2,13.46,0.18
20.8,40,43.97,0,4.5,13.66,0.18
20.8,40,44.13,0,4.4,13.59,0.18
0,40,0,0,3.6,22.43,0.18
0,40,0,0,3.9,22.43,0.25
0,40,0,0,3.5,22.43,0.25
0,40,0,0,2.3,22.43,0.25
0,40,0,0,1.9,22.43,0.25
0,40,0,0,0.6,22.43,0.25
0,40,0,0,0.4,22.43,0.25
0,40,0,0,0.6,22.43,0.25
0,40,0,0,0.3,22.43,0.25
0,40,0,0,0.9,22.43,0.25
20.8,40,48.54,0.2,1.6,11.71,0.25
20.8,40,48.23,8.3,1.8,11.85,0.25
20.8,40,45.41,46.9,3.6,13.06,0.25
20.8,40,43.98,87.1,4.5,13.66,0.25
0,40,0,103.2,6,22.44,0.25
20.8,40,42.85,87.9,5.2,14.13,0.25
20.8,40,42.53,92.9,5.4,14.26,0.18
20.8,40,42.04,90.5,5.7,14.46,0.18
20.8,40,44.3,67.9,4.3,13.53,0.18
0,40,0,39.3,4.5,22.44,0.18
20.8,40,43.81,7.7,4.6,13.73,0.18
20.8,40,45.73,0,3.4,12.93,0.18
20.8,40,49,0,1.3,11.51,0.18
20.8,40,49,0,1.3,11.51,0.18
0,40,0,0,0.9,22.43,0.25
0,40,0,0,0.9,22.43,0.25
0,40,0,0,-0.1,22.43,0.25
0,40,0,0,-0.1,22.43,0.25
0,40,0,0,-0.3,22.43,0.25
0,40,0,0,-0.6,22.43,0.25
0,40,0,0,-0.6,22.43,0.25
0,40,0,0,-0.9,22.43,0.25
0,40,0,0,-0.4,22.43,0.25
0,40,0,0,-0.1,22.43,0.25
20.8,40,49.3,0.5,1.1,11.37,0.25
20.8,40,48.69,11.7,1.5,11.64,0.25
20.8,40,47.45,23.8,2.3,12.19,0.25
20.8,40,46.36,37,3,12.66,0.25
0,40,0,46.2,4.1,22.44,0.25
20.8,40,41.72,49.9,5.9,14.59,0.18
20.8,40,42.37,49.5,5.5,14.33,0.18
20.8,40,42.04,22.8,5.7,14.46,0.18
20.8,40,42.69,17.1,5.3,14.19,0.18
0,40,0,9.8,5.3,22.43,0.18
20.8,40,42.69,2.3,5.3,14.19,0.18
20.8,40,42.52,0,5.4,14.26,0.18
20.8,40,42.36,0,5.5,14.33,0.18
20.8,40,42.04,0,5.7,14.46,0.25
0,40,0,0,6,22.43,0.25
0,40,0,0,6.1,22.43,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,5.7,22.43,0.25
0,40,0,0,6.2,22.43,0.25
0,40,0,0,6.5,22.43,0.25
0,40,0,0,6.8,22.43,0.25
0,40,0,0,7,22.43,0.25
0,40,0,0,7.1,22.44,0.25
0,40,0,0,7.2,22.43,0.25
20.8,40,39.25,0.2,7.4,15.58,0.25
20.8,40,38.75,3.9,7.7,15.77,0.25
20.8,40,38.59,11.7,7.8,15.84,0.25
20.8,40,38.26,18.7,8,15.97,0.25
0,40,0,24.1,7.8,22.44,0.18
20.8,40,37.76,26.6,8.3,16.17,0.18
20.8,40,38.42,26.3,7.9,15.9,0.18
20.8,40,38.76,23.1,7.7,15.77,0.18
20.8,40,37.92,17.4,8.2,16.1,0.18
0,40,0,10.1,7.8,22.44,0.18
20.8,40,38.75,2.6,7.7,15.77,0.18
20.8,40,38.75,0,7.7,15.77,0.18
20.8,40,39.08,0,7.5,15.64,0.25
20.8,40,39.08,0,7.5,15.64,0.25
0,40,0,0,7.4,22.43,0.25
0,40,0,0,7.1,22.43,0.25
0,40,0,0,5.6,22.43,0.25
0,40,0,0,5.5,22.43,0.25
0,40,0,0,5.4,22.43,0.25
0,40,0,0,5.5,22.43,0.25
0,40,0,0,5.6,22.43,0.25
0,40,0,0,5.4,22.43,0.25
0,40,0,0,5.2,22.43,0.25
0,40,0,0,5.1,22.43,0.25
20.8,40,43.01,0.2,5.1,14.06,0.25
20.8,40,42.85,4.1,5.2,14.13,0.25
20.8,40,42.36,11.9,5.5,14.33,0.25
20.8,40,41.55,19.2,6,14.66,0.18
0,40,0,24.3,6.2,22.44,0.18
20.8,40,40.73,27.1,6.5,14.99,0.18
20.8,40,40.08,26.5,6.9,15.25,0.18
20.8,40,39.91,23.5,7,15.31,0.18
20.8,40,39.25,17.6,7.4,15.58,0.18
0,40,0,10.3,7.6,22.44,0.18
20.8,40,39.08,5.1,7.5,15.64,0.18
20.8,40,39.58,0,7.2,15.45,0.25
20.8,40,40.4,0,6.7,15.12,0.25
20.8,40,41.22,0,6.2,14.79,0.25
0,40,0,0,6,22.43,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,6,22.43,0.25
0,40,0,0,5.7,22.43,0.25
0,40,0,0,6,22.43,0.25
0,40,0,0,5.8,22.43,0.25
0,40,0,0,5.6,22.43,0.25
0,40,0,0,5.6,22.43,0.25
0,40,0,0,5.2,22.43,0.25
20.8,40,42.85,1.2,5.2,14.13,0.25
20.8,40,41.71,29.9,5.9,14.59,0.25
20.8,40,39.92,60.4,7,15.32,0.18
20.8,40,38.6,91.4,7.8,15.84,0.18
0,40,0,111.2,8.6,22.44,0.18
20.8,40,36.59,109.2,9,16.62,0.18
20.8,40,36.42,51.1,9.1,16.69,0.18
20.8,40,35.25,89.8,9.8,17.14,0.18
20.8,40,35.08,96.2,9.9,17.21,0.18
0,40,0,70.4,9.4,22.44,0.18
20.8,40,36.92,13.6,8.8,16.49,0.25
20.8,40,37.42,0,8.5,16.3,0.25
20.8,40,37.26,0,8.6,16.36,0.25
20.8,40,37.09,0,8.7,16.43,0.25
0,40,0,0,8.8,22.44,0.25
0,40,0,0,8.9,22.44,0.25
0,40,0,0,9.2,22.44,0.25
0,40,0,0,9.5,22.44,0.25
0,40,0,0,9.8,22.44,0.25
0,40,0,0,10,22.44,0.25
0,40,0,0,10.1,22.44,0.25
0,40,0,0,10.1,22.44,0.25
0,40,0,0,10.1,22.44,0.25
0,40,0,0,9.6,22.44,0.25
20.8,40,35.41,0.2,9.7,17.08,0.25
20.8,40,35.58,11.1,9.6,17.01,0.18
20.8,40,34.91,40.9,10,17.27,0.18
20.8,40,34.4,86.8,10.3,17.47,0.18
0,40,0,112.1,10.7,22.44,0.18
20.8,40,32.36,111.7,11.5,18.24,0.18
20.8,40,33.04,50.7,11.1,17.98,0.18
20.8,40,33.72,23.9,10.7,17.72,0.18
20.8,40,36.76,36.9,8.9,16.56,0.18
0,40,0,20.6,8,22.44,0.25
20.8,40,39.75,5.7,7.1,15.38,0.25
20.8,40,40.73,0,6.5,14.99,0.25
20.8,40,41.06,0,6.3,14.85,0.25
20.8,40,41.55,0,6,14.66,0.25
0,40,0,0,5.9,22.43,0.25
0,40,0,0,5.8,22.43,0.25
0,40,0,0,6,22.43,0.25
0,40,0,0,5.1,22.43,0.25
0,40,0,0,5,22.43,0.25
0,40,0,0,5.3,22.43,0.25
0,40,0,0,5,22.43,0.25
0,40,0,0,4.2,22.43,0.25
0,40,0,0,3.9,22.43,0.25
0,40,0,0,4.3,22.43,0.25
20.8,40,43.97,1.6,4.5,13.66,0.18
20.8,40,42.69,35.1,5.3,14.19,0.18
20.8,40,41.23,71.8,6.2,14.79,0.18
20.8,40,39.75,100.2,7.1,15.38,0.18
0,40,0,113.9,7.6,22.44,0.18
20.8,40,38.43,115.3,7.9,15.91,0.18
20.8,40,38.26,108,8,15.97,0.18
20.8,40,37.93,110.8,8.2,16.1,0.18
20.8,40,37.93,100.1,8.2,16.1,0.25
0,40,0,66.6,7.7,22.44,0.25
20.8,40,39.91,6.2,7,15.31,0.25
20.8,40,40.9,0.5,6.4,14.92,0.25
20.8,40,42.52,0,5.4,14.26,0.25
20.8,40,43.17,0,5,13.99,0.25
0,40,0,0,7.3,22.44,0.25
0,40,0,0,6.9,22.43,0.25
0,40,0,0,6.5,22.43,0.25
0,40,0,0,6.5,22.43,0.25
0,40,0,0,6.9,22.44,0.25
0,40,0,0,6.8,22.43,0.25
0,40,0,0,6.9,22.44,0.25
0,40,0,0,7.4,22.44,0.25
0,40,0,0,7.9,22.44,0.25
0,40,0,0,9.1,22.44,0.18
20.8,40,34.9,0.5,10,17.27,0.18
20.8,40,37.92,5.2,8.2,16.1,0.18
20.8,40,39.09,13.1,7.5,15.64,0.18
20.8,40,39.42,20.3,7.3,15.51,0.18
0,40,0,25.6,7.7,22.44,0.18
20.8,40,37.59,28.1,8.4,16.23,0.18
20.8,40,36.76,27.8,8.9,16.56,0.18
20.8,40,37.43,47.9,8.5,16.3,0.25
20.8,40,36.59,36.5,9,16.62,0.25
0,40,0,21.5,8.6,22.44,0.25
20.8,40,37.26,6.7,8.6,16.36,0.25
20.8,40,37.26,0.2,8.6,16.36,0.25
20.8,40,38.75,0,7.7,15.77,0.25
20.8,40,39.75,0,7.1,15.38,0.25
0,40,0,0,6.8,22.43,0.25
0,40,0,0,6.4,22.43,0.25
0,40,0,0,7,22.44,0.25
0,40,0,0,6.5,22.43,0.25
0,40,0,0,6.3,22.43,0.25
0,40,0,0,6.1,22.43,0.25
0,40,0,0,5.7,22.43,0.25
0,40,0,0,5.7,22.43,0.25
0,40,0,0,5.8,22.43,0.18
0,40,0,0,5.9,22.43,0.18
20.8,40,41.39,0.5,6.1,14.72,0.18
20.8,40,42.04,13.2,5.7,14.46,0.18
20.8,40,41.88,13.6,5.8,14.52,0.18
20.8,40,42.53,20.8,5.4,14.26,0.18
0,40,0,26.1,5,22.43,0.18
20.8,40,42.85,28.5,5.2,14.13,0.18
20.8,40,42.04,28,5.7,14.46,0.25
20.8,40,41.22,24.8,6.2,14.79,0.25
20.8,40,40.9,19.2,6.4,14.92,0.25
0,40,0,22.2,6.4,22.44,0.25
20.8,40,41.55,7.1,6,14.66,0.25
20.8,40,43.17,0.2,5,13.99,0.25
20.8,40,44.77,0,4,13.33,0.25
20.8,40,46.83,0,2.7,12.46,0.25
0,40,0,0,2.8,22.43,0.25
0,40,0,0,2.4,22.43,0.25
0,40,0,0,2.8,22.43,0.25
0,40,0,0,3,22.43,0.25
0,40,0,0,3.4,22.43,0.25
0,40,0,0,2.3,22.43,0.25
0,40,0,0,2.1,22.43,0.25
0,40,0,0,2.8,22.43,0.18
0,40,0,0,4.3,22.43,0.18
0,40,0,0,4.6,22.43,0.18
20.8,40,44.29,2.3,4.3,13.53,0.18
20.8,40,43.01,40.5,5.1,14.06,0.18
20.8,40,41.07,75.6,6.3,14.86,0.18
20.8,40,40.74,89.3,6.5,14.99,0.18
0,40,0,111.6,7,22.44,0.18
20.8,40,40.9,118.4,6.4,14.92,0.25
20.8,40,39.92,104.2,7,15.32,0.25
20.8,40,40.74,87.7,6.5,14.99,0.25
20.8,40,40.25,85.7,6.8,15.18,0.25
0,40,0,73.1,6.1,22.44,0.25
20.8,40,42.85,29.4,5.2,14.13,0.25
20.8,40,45.41,0.9,3.6,13.06,0.25
20.8,40,46.51,0,2.9,12.59,0.25
20.8,40,47.61,0,2.2,12.12,0.25
0,40,0,0,1.6,22.43,0.25
0,40,0,0,0,22.43,0.25
0,40,0,0,-0.3,22.43,0.25
0,40,0,0,0.1,22.43,0.25
0,40,0,0,-0.7,22.43,0.25
0,40,0,0,-1.5,22.43,0.25
0,40,0,0,-2,22.43,0.18
0,40,0,0,-2.5,22.43,0.18
0,40,0,0,-1.9,22.43,0.18
0,40,0,0,-1.8,22.43,0.18
20.8,40,53.32,2.7,-1.6,9.51,0.18
20.8,40,52.3,48.4,-0.9,10,0.18
20.8,40,50.07,76.8,0.6,11.03,0.18
20.8,40,46.68,103.2,2.8,12.52,0.18
0,40,0,117.1,5.1,22.44,0.25
20.8,40,40.9,118.6,6.4,14.92,0.25
20.8,40,40.41,108.1,6.7,15.12,0.25
20.8,40,39.59,100.8,7.2,15.45,0.25
20.8,40,39.92,76.2,7,15.32,0.25
0,40,0,37,7.1,22.44,0.25
20.8,40,41.55,7.8,6,14.66,0.25
20.8,40,44.13,0.7,4.4,13.59,0.25
20.8,40,45.41,0,3.6,13.06,0.25
20.8,40,46.04,0,3.2,12.79,0.25
0,40,0,0,2.4,22.43,0.25
0,40,0,0,2.1,22.43,0.25
0,40,0,0,1.3,22.43,0.25
0,40,0,0,1.1,22.43,0.25
0,40,0,0,0.2,22.43,0.25
0,40,0,0,-0.7,22.43,0.18
0,40,0,0,0.6,22.43,0.18
0,40,0,0,-0.8,22.43,0.18
0,40,0,0,-1.5,22.43,0.18
0,40,0,0,-1.9,22.43,0.18
20.8,40,53.61,3.2,-1.8,9.37,0.18
20.8,40,51.57,43.8,-0.4,10.34,0.18
20.8,40,49.16,78.9,1.2,11.44,0.18
20.8,40,46.68,105.5,2.8,12.52,0.25
0,40,0,120.7,3.8,22.44,0.25
20.8,40,44.14,122,4.4,13.6,0.25
20.8,40,43.18,114.3,5,14,0.25
20.8,40,43.18,115.5,5,14,0.25
20.8,40,42.37,60.2,5.5,14.33,0.25
0,40,0,37.5,5.3,22.44,0.25
20.8,40,43.17,31.7,5,13.99,0.25
20.8,40,45.73,1.1,3.4,12.93,0.25
20.8,40,48.07,0,1.9,11.92,0.25
20.8,40,48.69,0,1.5,11.64,0.25
0,40,0,0,1.2,22.43,0.25
0,40,0,0,1.1,22.43,0.25
0,40,0,0,0.9,22.43,0.25
0,40,0,0,-0.2,22.43,0.25
0,40,0,0,-0.7,22.43,0.18
0,40,0,0,-1.9,22.43,0.18
0,40,0,0,-2.1,22.43,0.18
0,40,0,0,-2.5,22.43,0.18
0,40,0,0,-2.5,22.43,0.18
0,40,0,0,-2.3,22.43,0.18
20.8,40,54.89,3.4,-2.7,8.73,0.18
20.8,40,50.97,44.6,0,10.62,0.18
20.8,40,48.08,79.8,1.9,11.92,0.25
20.8,40,45.42,107.9,3.6,13.06,0.25
0,40,0,121.1,5.7,22.44,0.25
20.8,40,40.08,120.8,6.9,15.25,0.25
20.8,40,38.76,115.8,7.7,15.78,0.25
20.8,40,39.92,118.6,7,15.32,0.25
20.8,40,39.59,108.1,7.2,15.45,0.25
0,40,0,81.8,6.5,22.44,0.25
20.8,40,42.53,35.9,5.4,14.26,0.25
20.8,40,46.36,1.4,3,12.66,0.25
20.8,40,47.76,0,2.1,12.05,0.25
20.8,40,47.92,0,2,11.98,0.25
0,40,0,0,1,22.43,0.25
0,40,0,0,-0.2,22.43,0.25
0,40,0,0,-0.7,22.43,0.25
0,40,0,0,-0.8,22.43,0.18
0,40,0,0,-0.9,22.43,0.18
0,40,0,0,0.4,22.43,0.18
0,40,0,0,-0.4,22.43,0.18
0,40,0,0,0,22.43,0.18
0,40,0,0,-0.7,22.43,0.18
0,40,0,0,0.3,22.43,0.18
20.8,40,51.71,1.8,-0.5,10.27,0.18
20.8,40,49.46,16,1,11.3,0.25
20.8,40,47.61,31.2,2.2,12.12,0.25
20.8,40,44.78,65.1,4,13.33,0.25
0,40,0,77.8,6,22.44,0.25
20.8,40,39.59,99.8,7.2,15.45,0.25
20.8,40,39.92,105.2,7,15.32,0.25
20.8,40,39.59,92.3,7.2,15.45,0.25
20.8,40,43.65,20.9,4.7,13.79,0.25
